Test,TestNumber,Display,Trial,TrueValue,Subject,Response
"Veritcal Distance, Aligned",2,2,C,0.9,78,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,79,0.95
"Veritcal Distance, Aligned",2,2,C,0.9,80,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,81,0.95
"Veritcal Distance, Aligned",2,2,C,0.9,82,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,83,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,84,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,85,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,86,0.95
"Veritcal Distance, Aligned",2,2,C,0.9,87,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,88,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,89,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,90,0.95
"Veritcal Distance, Aligned",2,2,C,0.9,91,0.9
"Veritcal Distance, Aligned",2,2,C,0.9,92,0.98
"Veritcal Distance, Aligned",2,2,D,0.6,1,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,2,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,3,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,4,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,5,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,6,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,7,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,8,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,9,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,10,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,11,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,12,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,13,0.69
"Veritcal Distance, Aligned",2,2,D,0.6,14,0.7
"Veritcal Distance, Aligned",2,2,D,0.6,15,0.66
"Veritcal Distance, Aligned",2,2,D,0.6,16,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,17,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,18,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,19,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,20,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,21,0.75
"Veritcal Distance, Aligned",2,2,D,0.6,22,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,23,0.7
"Veritcal Distance, Aligned",2,2,D,0.6,24,0.7
"Veritcal Distance, Aligned",2,2,D,0.6,25,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,26,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,27,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,28,0.7
"Veritcal Distance, Aligned",2,2,D,0.6,29,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,30,0.75
"Veritcal Distance, Aligned",2,2,D,0.6,31,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,32,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,33,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,34,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,35,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,36,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,37,0.8
"Veritcal Distance, Aligned",2,2,D,0.6,38,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,39,0.54
"Veritcal Distance, Aligned",2,2,D,0.6,40,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,41,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,42,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,43,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,44,0.4
"Veritcal Distance, Aligned",2,2,D,0.6,45,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,46,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,47,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,48,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,49,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,50,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,51,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,52,0.7
"Veritcal Distance, Aligned",2,2,D,0.6,53,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,54,0.66
"Veritcal Distance, Aligned",2,2,D,0.6,55,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,56,0.66
"Veritcal Distance, Aligned",2,2,D,0.6,57,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,58,0.66
"Veritcal Distance, Aligned",2,2,D,0.6,59,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,60,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,61,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,62,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,63,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,64,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,65,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,66,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,67,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,68,0.66
"Veritcal Distance, Aligned",2,2,D,0.6,69,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,70,0.8
"Veritcal Distance, Aligned",2,2,D,0.6,71,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,72,0.75
"Veritcal Distance, Aligned",2,2,D,0.6,73,0.75
"Veritcal Distance, Aligned",2,2,D,0.6,74,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,75,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,76,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,77,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,78,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,79,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,80,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,81,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,82,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,83,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,84,0.5
"Veritcal Distance, Aligned",2,2,D,0.6,85,0.55
"Veritcal Distance, Aligned",2,2,D,0.6,86,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,87,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,88,0.7
"Veritcal Distance, Aligned",2,2,D,0.6,89,0.65
"Veritcal Distance, Aligned",2,2,D,0.6,90,0.6
"Veritcal Distance, Aligned",2,2,D,0.6,91,0.7
"Veritcal Distance, Aligned",2,2,D,0.6,92,0.66
"Vertical Distance, Non-Aligned",3,1,B,0.6,1,0.4
"Vertical Distance, Non-Aligned",3,1,B,0.6,2,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,3,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,4,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,5,0.7
"Vertical Distance, Non-Aligned",3,1,B,0.6,6,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,7,0.7
"Vertical Distance, Non-Aligned",3,1,B,0.6,8,0.4
"Vertical Distance, Non-Aligned",3,1,B,0.6,9,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,10,0.55
"Vertical Distance, Non-Aligned",3,1,B,0.6,11,0.7
"Vertical Distance, Non-Aligned",3,1,B,0.6,12,0.75
"Vertical Distance, Non-Aligned",3,1,B,0.6,13,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,14,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,15,0.44
"Vertical Distance, Non-Aligned",3,1,B,0.6,16,0.25
"Vertical Distance, Non-Aligned",3,1,B,0.6,17,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,18,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,19,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,20,0.66
"Vertical Distance, Non-Aligned",3,1,B,0.6,21,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,22,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,23,0.7
"Vertical Distance, Non-Aligned",3,1,B,0.6,24,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,25,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,26,0.55
"Vertical Distance, Non-Aligned",3,1,B,0.6,27,0.8
"Vertical Distance, Non-Aligned",3,1,B,0.6,28,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,29,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,30,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,31,0.4
"Vertical Distance, Non-Aligned",3,1,B,0.6,32,0.7
"Vertical Distance, Non-Aligned",3,1,B,0.6,33,0.45
"Vertical Distance, Non-Aligned",3,1,B,0.6,34,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,35,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,36,0.95
"Vertical Distance, Non-Aligned",3,1,B,0.6,37,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,38,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,39,0.76
"Vertical Distance, Non-Aligned",3,1,B,0.6,40,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,41,0.7
"Vertical Distance, Non-Aligned",3,1,B,0.6,42,0.8
"Vertical Distance, Non-Aligned",3,1,B,0.6,43,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,44,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,45,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,46,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,47,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,48,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,49,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,50,0.8
"Vertical Distance, Non-Aligned",3,1,B,0.6,51,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,52,0.55
"Vertical Distance, Non-Aligned",3,1,B,0.6,53,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,54,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,55,0.25
"Vertical Distance, Non-Aligned",3,1,B,0.6,56,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,57,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,58,0.95
"Vertical Distance, Non-Aligned",3,1,B,0.6,59,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,60,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,61,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,62,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,63,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,64,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,65,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,66,0.75
"Vertical Distance, Non-Aligned",3,1,B,0.6,67,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,68,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,69,0.9
"Vertical Distance, Non-Aligned",3,1,B,0.6,70,0.55
"Vertical Distance, Non-Aligned",3,1,B,0.6,71,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,72,0.75
"Vertical Distance, Non-Aligned",3,1,B,0.6,73,1
"Vertical Distance, Non-Aligned",3,1,B,0.6,74,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,75,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,76,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,77,0.65
"Vertical Distance, Non-Aligned",3,1,B,0.6,78,0.45
"Vertical Distance, Non-Aligned",3,1,B,0.6,79,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,80,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,81,0.7
"Vertical Distance, Non-Aligned",3,1,B,0.6,82,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,83,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,84,0.7
"Vertical Distance, Non-Aligned",3,1,B,0.6,85,0.5
"Vertical Distance, Non-Aligned",3,1,B,0.6,86,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,87,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,88,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,89,0.66
"Vertical Distance, Non-Aligned",3,1,B,0.6,90,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,91,0.6
"Vertical Distance, Non-Aligned",3,1,B,0.6,92,0.55
"Vertical Distance, Non-Aligned",3,1,C,0.55,1,0.3
"Vertical Distance, Non-Aligned",3,1,C,0.55,2,0.45
"Vertical Distance, Non-Aligned",3,1,C,0.55,3,0.55
"Vertical Distance, Non-Aligned",3,1,C,0.55,4,0.45
"Vertical Distance, Non-Aligned",3,1,C,0.55,5,0.7
"Vertical Distance, Non-Aligned",3,1,C,0.55,6,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,7,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,8,0.8
"Vertical Distance, Non-Aligned",3,1,C,0.55,9,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,10,0.45
"Vertical Distance, Non-Aligned",3,1,C,0.55,11,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,12,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,13,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,14,0.45
"Vertical Distance, Non-Aligned",3,1,C,0.55,15,0.44
"Vertical Distance, Non-Aligned",3,1,C,0.55,16,0.3
"Vertical Distance, Non-Aligned",3,1,C,0.55,17,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,18,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,19,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,20,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,21,0.6
"Vertical Distance, Non-Aligned",3,1,C,0.55,22,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,23,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,24,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,25,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,26,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,27,0.8
"Vertical Distance, Non-Aligned",3,1,C,0.55,28,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,29,0.6
"Vertical Distance, Non-Aligned",3,1,C,0.55,30,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,31,0.45
"Vertical Distance, Non-Aligned",3,1,C,0.55,32,0.7
"Vertical Distance, Non-Aligned",3,1,C,0.55,33,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,34,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,35,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,36,0.7
"Vertical Distance, Non-Aligned",3,1,C,0.55,37,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,38,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,39,0.84
"Vertical Distance, Non-Aligned",3,1,C,0.55,40,0.65
"Vertical Distance, Non-Aligned",3,1,C,0.55,41,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,42,0.8
"Vertical Distance, Non-Aligned",3,1,C,0.55,43,0.33
"Vertical Distance, Non-Aligned",3,1,C,0.55,44,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,45,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,46,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,47,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,48,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,49,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,50,0.6
"Vertical Distance, Non-Aligned",3,1,C,0.55,51,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,52,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,53,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,54,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,55,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,56,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,57,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,58,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,59,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,60,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,61,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,62,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,63,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,64,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,65,0.7
"Vertical Distance, Non-Aligned",3,1,C,0.55,66,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,67,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,68,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,69,0.8
"Vertical Distance, Non-Aligned",3,1,C,0.55,70,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,71,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,72,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,73,1
"Vertical Distance, Non-Aligned",3,1,C,0.55,74,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,75,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,76,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,77,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,78,0.43
"Vertical Distance, Non-Aligned",3,1,C,0.55,79,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,80,0.55
"Vertical Distance, Non-Aligned",3,1,C,0.55,81,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,82,0.48
"Vertical Distance, Non-Aligned",3,1,C,0.55,83,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,84,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,85,0.4
"Vertical Distance, Non-Aligned",3,1,C,0.55,86,0.6
"Vertical Distance, Non-Aligned",3,1,C,0.55,87,0.55
"Vertical Distance, Non-Aligned",3,1,C,0.55,88,0.35
"Vertical Distance, Non-Aligned",3,1,C,0.55,89,0.66
"Vertical Distance, Non-Aligned",3,1,C,0.55,90,0.5
"Vertical Distance, Non-Aligned",3,1,C,0.55,91,0.55
"Vertical Distance, Non-Aligned",3,1,C,0.55,92,0.5
"Vertical Distance, Non-Aligned",3,1,D,0.8,1,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,2,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,3,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,4,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,5,0.85
"Vertical Distance, Non-Aligned",3,1,D,0.8,6,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,7,0.1
"Vertical Distance, Non-Aligned",3,1,D,0.8,8,0.5
"Vertical Distance, Non-Aligned",3,1,D,0.8,9,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,10,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,11,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,12,0.25
"Vertical Distance, Non-Aligned",3,1,D,0.8,13,0.7
"Vertical Distance, Non-Aligned",3,1,D,0.8,14,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,15,0.77
"Vertical Distance, Non-Aligned",3,1,D,0.8,16,0.1
"Vertical Distance, Non-Aligned",3,1,D,0.8,17,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,18,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,19,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,20,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,21,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,22,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,23,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,24,0.7
"Vertical Distance, Non-Aligned",3,1,D,0.8,25,0.7
"Vertical Distance, Non-Aligned",3,1,D,0.8,26,0.65
"Vertical Distance, Non-Aligned",3,1,D,0.8,27,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,28,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,29,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,30,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,31,0.35
"Vertical Distance, Non-Aligned",3,1,D,0.8,32,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,33,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,34,0.7
"Vertical Distance, Non-Aligned",3,1,D,0.8,35,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,36,0.85
"Vertical Distance, Non-Aligned",3,1,D,0.8,37,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,38,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,39,0.91
"Vertical Distance, Non-Aligned",3,1,D,0.8,40,0.25
"Vertical Distance, Non-Aligned",3,1,D,0.8,41,0.7
"Vertical Distance, Non-Aligned",3,1,D,0.8,42,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,43,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,44,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,45,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,46,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,47,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,48,0.5
"Vertical Distance, Non-Aligned",3,1,D,0.8,49,0.7
"Vertical Distance, Non-Aligned",3,1,D,0.8,50,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,51,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,52,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,53,0.3
"Vertical Distance, Non-Aligned",3,1,D,0.8,54,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,55,0.33
"Vertical Distance, Non-Aligned",3,1,D,0.8,56,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,57,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,58,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,59,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,60,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,61,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,62,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,63,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,64,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,65,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,66,0.25
"Vertical Distance, Non-Aligned",3,1,D,0.8,67,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,68,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,69,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,70,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,71,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,72,0.3
"Vertical Distance, Non-Aligned",3,1,D,0.8,73,1
"Vertical Distance, Non-Aligned",3,1,D,0.8,74,0.7
"Vertical Distance, Non-Aligned",3,1,D,0.8,75,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,76,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,77,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,78,0.6
"Vertical Distance, Non-Aligned",3,1,D,0.8,79,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,80,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,81,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,82,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,83,0.75
"Vertical Distance, Non-Aligned",3,1,D,0.8,84,0.3
"Vertical Distance, Non-Aligned",3,1,D,0.8,85,0.7
"Vertical Distance, Non-Aligned",3,1,D,0.8,86,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,87,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,88,0.3
"Vertical Distance, Non-Aligned",3,1,D,0.8,89,0.9
"Vertical Distance, Non-Aligned",3,1,D,0.8,90,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,91,0.8
"Vertical Distance, Non-Aligned",3,1,D,0.8,92,0.75
"Vertical Distance, Non-Aligned",4,2,B,0.47,1,0.3
"Vertical Distance, Non-Aligned",4,2,B,0.47,2,0.45
"Vertical Distance, Non-Aligned",4,2,B,0.47,3,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,4,0.45
"Vertical Distance, Non-Aligned",4,2,B,0.47,5,0.55
"Vertical Distance, Non-Aligned",4,2,B,0.47,6,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,7,0.6
"Vertical Distance, Non-Aligned",4,2,B,0.47,8,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,9,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,10,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,11,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,12,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,13,0.45
"Vertical Distance, Non-Aligned",4,2,B,0.47,14,0.3
"Vertical Distance, Non-Aligned",4,2,B,0.47,15,0.44
"Vertical Distance, Non-Aligned",4,2,B,0.47,16,0.3
"Vertical Distance, Non-Aligned",4,2,B,0.47,17,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,18,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,19,0.33
"Vertical Distance, Non-Aligned",4,2,B,0.47,20,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,21,0.3
"Vertical Distance, Non-Aligned",4,2,B,0.47,22,0.3
"Vertical Distance, Non-Aligned",4,2,B,0.47,23,0.92
"Vertical Distance, Non-Aligned",4,2,B,0.47,24,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,25,0.25
"Vertical Distance, Non-Aligned",4,2,B,0.47,26,0.38
"Vertical Distance, Non-Aligned",4,2,B,0.47,27,0.7
"Vertical Distance, Non-Aligned",4,2,B,0.47,28,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,29,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,30,0.3
"Vertical Distance, Non-Aligned",4,2,B,0.47,31,0.7
"Vertical Distance, Non-Aligned",4,2,B,0.47,32,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,33,0.33
"Vertical Distance, Non-Aligned",4,2,B,0.47,34,0.65
"Vertical Distance, Non-Aligned",4,2,B,0.47,35,0.4
"Vertical Distance, Non-Aligned",4,2,B,0.47,36,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,37,0.3
"Vertical Distance, Non-Aligned",4,2,B,0.47,38,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,39,0.7
"Vertical Distance, Non-Aligned",4,2,B,0.47,40,0.25
"Vertical Distance, Non-Aligned",4,2,B,0.47,41,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,42,0.7
"Vertical Distance, Non-Aligned",4,2,B,0.47,43,0.25
"Vertical Distance, Non-Aligned",4,2,B,0.47,44,0.25
"Vertical Distance, Non-Aligned",4,2,B,0.47,45,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,46,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,47,0.35
"Vertical Distance, Non-Aligned",4,2,B,0.47,48,0.5
"Vertical Distance, Non-Aligned",4,2,B,0.47,49,0.5
