Date,Open,High,Low,Close,Volume,Adj Close
8/30/1999,83.06,84.12,81.12,82.25,34043600,31.4
8/27/1999,82.37,83.5,81.81,83,40881200,31.69
8/26/1999,83.44,83.87,80.87,81.06,43461800,30.95
8/25/1999,82.75,84.37,81.37,83.69,48070800,31.95
8/24/1999,82.31,84.5,82.25,83.12,61735000,31.73
8/23/1999,80.5,83,79.94,82.94,49839000,31.67
8/20/1999,77.94,80.06,77,79.94,35718000,30.52
8/19/1999,77.5,78.31,76.81,77.31,32120600,29.52
8/18/1999,78.44,79.81,78.06,78.5,32524600,29.97
8/17/1999,79.31,79.5,77.5,79,32726200,30.16
8/16/1999,79.25,79.44,77.62,78.56,35343600,29.99
8/13/1999,76.94,79.81,76.94,79.75,46873400,30.45
8/12/1999,75.44,76.75,75.06,75.94,48030000,28.99
8/11/1999,73.94,76.25,73.56,76,80989400,29.02
8/10/1999,72.94,74.44,71.56,71.75,67205200,27.39
8/9/1999,71.87,74.44,70.62,73.44,54494600,28.04
8/6/1999,70.75,73.31,70.5,71.56,42893200,27.32
8/5/1999,71.94,72.5,69.5,71.44,59293200,27.28
8/4/1999,72.94,74.31,72.62,72.81,53272800,27.8
8/3/1999,72.31,73.56,70.5,72.94,75450600,27.84
8/2/1999,69.87,73.31,69.5,71.31,77483200,27.21
7/30/1999,70.12,71.75,69,69,58118000,26.33
7/29/1999,68.81,71.02,68.25,69.5,72512000,26.52
7/28/1999,67.44,70.81,67,70.31,83384400,26.83
7/27/1999,64.62,68.12,64.56,67.56,77952200,25.78
7/26/1999,62.88,65.19,62.75,62.88,35694200,24
7/23/1999,64.31,65,63.13,64.19,27393200,24.5
7/22/1999,65.12,65.5,63.75,63.88,29924600,24.38
7/21/1999,65.19,66,64.56,65.56,28579200,25.02
7/20/1999,67.19,67.19,64.62,64.94,42724000,24.78
7/19/1999,67.12,68,67,67.56,33173000,25.78
7/16/1999,68,68.12,67,67.12,32286600,25.62
7/15/1999,68.5,68.69,67.25,67.69,47663000,25.83
7/14/1999,66.87,68.06,65.61,68,89826200,25.95
7/13/1999,64.87,66.12,64.5,65.37,46768600,24.95
7/12/1999,66.37,66.69,65,65.44,41699000,24.97
7/9/1999,65.62,66.36,64.37,66.25,35534000,25.28
7/8/1999,63.81,65.87,63.63,65.75,37003000,25.09
7/7/1999,64.19,64.81,63.38,64.37,34634200,24.57
7/6/1999,64.87,65.75,63.69,63.88,57441400,24.38
7/2/1999,62.81,64,62.75,63.5,37455600,24.23
7/1/1999,59.75,63.19,59.25,62.88,61648600,24
6/30/1999,59.19,59.88,56.56,59.5,38437200,22.71
6/29/1999,57,59.25,56.69,59.25,43264600,22.61
6/28/1999,55.56,57,55.31,57,23692000,21.75
6/25/1999,55.5,56.31,54.88,55.31,23760600,21.11
6/24/1999,56.38,56.44,55,55.06,26697400,21.01
6/23/1999,55.88,57,55.5,56.56,22939200,21.59
6/22/1999,55.75,57.13,55.06,55.69,32863600,21.25
6/21/1999,55.75,57.06,55.44,56.81,31147400,21.68
6/18/1999,55.88,56.13,54.38,54.94,80073000,20.97
6/17/1999,57.25,58.41,56.88,58,46763200,22.13
6/16/1999,57.5,59.75,57.25,59.69,61416000,22.78
6/15/1999,54.75,56.13,54.69,55.69,27586800,21.25
6/14/1999,54.81,55.5,54,54.38,24989400,20.75
6/11/1999,56.13,56.69,54.25,54.44,45783200,20.78
6/10/1999,53.5,55.44,53.38,55.38,61884400,21.13
6/9/1999,52.63,53.69,52,53.13,44114800,20.28
6/8/1999,53.25,53.88,51.5,51.69,32770200,19.73
6/7/1999,53.94,54.5,53.13,53.44,37754200,20.39
6/4/1999,51.56,53.31,51.38,53.19,50203800,20.3
6/3/1999,52.5,52.63,50.31,50.5,49020400,19.27
6/2/1999,51.5,52.36,50.38,51.94,57670600,19.82
6/1/1999,53.81,53.88,50.13,50.69,57058600,19.35
5/28/1999,53.63,54.19,52.5,54.06,34955400,20.63
5/27/1999,52.25,54.38,51.75,53.13,55010800,20.28
5/26/1999,53.75,53.75,51,51.69,73240000,19.73
5/25/1999,56.31,56.31,52.75,52.88,66201200,20.18
5/24/1999,57.25,57.25,55.5,55.94,35671000,21.35
5/21/1999,57.72,57.88,56.44,57,39350400,21.75
5/20/1999,59.94,60.13,57.63,57.69,42619000,22.02
5/19/1999,59.06,59.81,57.75,59.69,34605800,22.78
5/18/1999,59.81,59.88,58.06,58.94,32767400,22.49
5/17/1999,57.56,59.5,57.19,59.44,30004600,22.68
5/14/1999,59.38,59.63,57.44,58,45267200,22.13
5/13/1999,62.94,63,60,60.06,27664200,22.92
5/12/1999,62.19,63,60.63,62.5,23681000,23.85
5/11/1999,61.19,62.63,60.69,62.31,28584200,23.78
5/10/1999,61.13,61.81,60.13,60.63,21220200,23.14
5/7/1999,60.69,61.69,59.63,60.94,38797800,23.26
5/6/1999,63.5,63.94,58.5,59.69,58030600,22.78
5/5/1999,61.69,65,60.63,64,35256800,24.42
5/4/1999,62.81,63.94,61.56,61.69,29221200,23.53
5/3/1999,61.19,63.13,60.94,63.13,29665000,24.08
4/30/1999,61.56,62.25,59.31,61.19,28045000,23.34
4/29/1999,61.5,61.63,59.88,60.81,29336200,23.2
4/28/1999,62.44,63.38,60.88,61.19,29094000,23.34
4/27/1999,64.06,64.81,62.06,62.25,36775400,23.75
4/26/1999,62.69,64.62,62.5,64.44,37821600,24.58
4/23/1999,61.94,63.5,61,61.75,44717000,23.55
4/22/1999,60,61.63,59.5,61.5,56996800,23.46
4/21/1999,57.56,59.5,56.13,58.44,43047400,22.29
4/20/1999,56.25,57,55.5,56.56,39453400,21.57
4/19/1999,57.13,59,55,55.5,64349400,21.17
4/16/1999,57.88,58.38,56.45,57.25,34904400,21.84
4/15/1999,58.5,58.63,56.5,58.44,63876800,22.29
4/14/1999,61.38,61.5,56.25,57,104478400,21.74
4/13/1999,62.94,63,59.81,60.5,71036800,23.08
4/12/1999,61.63,62.47,60,61.25,83342600,23.36
4/9/1999,132.38,132.69,130.06,130.81,44679200,24.95
4/8/1999,132,133.38,128.44,131.06,54526400,25
4/7/1999,131.44,133.5,128.5,132.13,65404400,25.2
4/6/1999,126.75,131.19,126,130.44,70669200,24.88
4/5/1999,121.87,127.5,121.75,127.5,56909600,24.32
4/1/1999,119.94,121.37,118.87,120.87,32888800,23.05
3/31/1999,121.87,123.5,118.75,118.87,38569200,22.67
3/30/1999,120.69,123,120.62,121.56,50729200,23.18
3/29/1999,117.56,121.62,116.12,121.56,44410400,23.18
3/26/1999,118,121.12,116.62,116.69,53682400,22.26
3/25/1999,120.19,120.31,116.75,117.94,60403200,22.49
3/24/1999,114.75,119.44,114.25,119.25,64180000,22.74
3/23/1999,115.56,117,113.75,114.56,66840000,21.85
3/22/1999,119.12,119.25,115,115.12,49174000,21.96
3/19/1999,123.94,124.37,118.91,119,71022800,22.7
3/18/1999,121.81,123,120.62,121.81,54057600,23.23
3/17/1999,120.75,122.37,119.62,120.5,58679200,22.98
3/16/1999,118.44,122.5,117.87,120.37,84968800,22.96
3/15/1999,118.87,118.87,116.75,117.87,44557200,22.48
3/12/1999,118.87,119.87,117,118.25,68498000,22.55
3/11/1999,117.94,119.37,116.12,118.12,60116000,22.53
3/10/1999,116.94,118.37,115.25,116.87,80239200,22.29
3/9/1999,119.19,120.19,114.75,115.31,90112800,21.99
3/8/1999,117.75,120.05,117,119.62,73882400,22.81
3/5/1999,116.25,117.12,112.25,114.62,87876400,21.86
3/4/1999,115.81,117.87,110.37,113.37,105008400,21.62
3/3/1999,112.87,115,110,114.69,136544000,21.87
3/2/1999,115.62,115.81,109.56,109.81,134460000,20.94
3/1/1999,118.81,119,114.69,117.06,128595600,22.33
2/26/1999,123.87,124,118.87,119.94,167201200,22.88
2/25/1999,129,130,125.06,127.75,79470000,24.37
2/24/1999,133.94,136.88,130.25,130.38,65650400,24.87
2/23/1999,132.25,137.5,131.5,134.25,73702800,25.6
2/22/1999,127.75,132.88,125.37,132.81,60588800,25.33
2/19/1999,128.38,130.63,127.37,128.06,50430400,24.42
2/18/1999,126,129.88,124.75,128.13,71698800,24.44
2/17/1999,123.94,128.44,123.62,124.62,81443200,23.77
2/16/1999,129.19,130.5,125.12,126.37,59492800,24.1
2/12/1999,131.25,131.25,125.75,126.5,73194800,24.13
2/11/1999,129.63,133.56,127.81,133.25,54106800,25.41
2/10/1999,125.44,129.63,124.06,128.81,67522400,24.57
2/9/1999,131.56,132.56,124.75,125.31,80440000,23.9
2/8/1999,129.88,133.63,127.37,132,69630800,25.18
2/5/1999,131.75,132.5,122.69,127.56,135059600,24.33
2/4/1999,136.75,137,130,130.13,86413200,24.82
2/3/1999,133.5,139,132.81,138.69,57020000,26.45
2/2/1999,138,138.06,132.75,134.63,59669200,25.67
2/1/1999,140.69,140.69,137,137.88,52246000,26.29
1/29/1999,137.88,141.13,136.38,140.94,57248400,26.87
1/28/1999,137.13,138.63,135,137.19,83802000,26.15
1/27/1999,136.63,137.5,132.63,132.75,57336000,25.31
1/26/1999,132.88,137,131.63,136.94,68130000,26.11
1/25/1999,129.88,131.25,126.56,130.63,59519200,24.9
1/22/1999,130.75,132.75,128.5,128.88,87440800,24.57
1/21/1999,137,137.63,132.25,133.5,63926400,25.45
1/20/1999,140.88,143.69,137.63,138.25,61501200,26.36
1/19/1999,137.44,139.63,135,139.38,43302400,26.57
1/15/1999,134.25,136.75,134,135.38,63951200,25.81
1/14/1999,140,140,133.5,133.75,82390800,25.5
1/13/1999,131.31,142.13,131,139,118809200,26.5
1/12/1999,142.25,142.5,134.5,135.56,103578000,25.84
1/11/1999,133.81,141.38,130.88,139.75,105812800,26.64
1/8/1999,131.13,131.5,128.13,129.69,43911200,24.72
1/7/1999,127.62,131,127.5,129.25,54466400,24.64
1/6/1999,125.87,129.75,124.25,129.5,107730400,24.69
1/5/1999,120.5,125.12,120,123.25,65518800,23.5
1/4/1999,119.94,123.12,119.69,120.81,65404800,23.03
12/31/1998,119.75,120.62,118.25,118.56,29049600,22.6
12/30/1998,120.5,122.94,119.06,119.19,41480400,22.72
12/29/1998,122.12,124,120.37,121.06,40452000,23.08
12/28/1998,125.69,125.69,122,122.12,27864400,23.28
12/24/1998,124.81,126.19,123.56,125,17430800,23.83
12/23/1998,125,125,121.37,125,79884400,23.83
12/22/1998,122.37,122.75,118.25,119.06,46193200,22.7
12/21/1998,120.5,124,119.94,122.69,38856400,23.39
12/18/1998,119.81,120.56,118.87,120,63221600,22.88
12/17/1998,114.87,117.44,114.75,116.87,39876800,22.28
12/16/1998,116.5,117,113.37,114.12,44630800,21.76
12/15/1998,112.87,116.23,112,115.94,70154000,22.1
12/14/1998,114.5,115.5,111.19,111.56,61902800,21.27
12/11/1998,114.5,117.25,113.5,116.44,54904800,22.2
12/10/1998,118.56,120.12,114.25,114.62,61700800,21.85
12/9/1998,121.25,121.5,118.31,119.19,50258800,22.72
12/8/1998,120.25,124,119.19,120.06,99456000,22.89
12/7/1998,116.62,119.5,116.37,118.94,51056000,22.67
12/4/1998,113.25,116.31,113.12,116.31,70552400,22.17
12/3/1998,113.56,117.12,108.87,109.5,78229200,20.88
12/2/1998,113.94,115,111.37,113.56,64597200,21.65
12/1/1998,105.81,115,105.69,115,76924400,21.92
11/30/1998,110.69,112.23,107.5,107.62,63109600,20.52
11/27/1998,109.31,110.25,109,110,17278400,20.97
11/25/1998,111,112.12,107.75,109.75,58885200,20.92
11/24/1998,112.5,114.25,110.37,110.44,46309600,21.05
11/23/1998,111.87,115.87,110.56,113.56,57492000,21.65
11/20/1998,113.87,114.12,111.06,112.06,67536400,21.36
11/19/1998,110.81,115.19,110.75,112.87,94157600,21.52
11/18/1998,108.37,110.87,108.25,109.87,51899200,20.95
11/17/1998,106.25,110,105.62,108.5,58458400,20.68
11/16/1998,105.19,107,105.06,106.87,49532000,20.37
11/13/1998,101.37,104.87,101.37,103.75,59891600,19.78
11/12/1998,102.62,105.06,101.37,102.69,72308800,19.58
11/11/1998,101.75,104.37,101.62,103.69,126148400,19.77
11/10/1998,96.37,99.5,95.69,97.56,85904400,18.6
11/9/1998,94.87,96.06,93.44,96,47542000,18.3
11/6/1998,93.81,95.87,93.56,95.44,65113200,18.19
11/5/1998,94,94.5,93.25,94,58649600,17.92
11/4/1998,91.62,95,91.06,94.81,109783600,18.07
11/3/1998,91.19,91.81,89.69,90.44,51115600,17.23
11/2/1998,89.75,92,89.56,91.81,52581200,17.49
10/30/1998,90,90.81,89.12,89.19,47807600,17
10/29/1998,88.62,90.62,88.56,89.75,73024000,17.1
10/28/1998,86.81,89.5,86.75,89.22,48941600,17
10/27/1998,89.44,89.75,87.25,87.31,52743200,16.64
10/26/1998,87.06,89.06,86.5,88.94,49700400,16.95
10/23/1998,86.56,88.94,86.37,87.25,56905200,16.63
10/22/1998,86.19,87.87,85.56,87.37,48283600,16.65
10/21/1998,85.19,87.12,84.62,87.06,57402000,16.59
10/20/1998,85.75,87.25,84.5,84.56,83388000,16.11
10/19/1998,83.12,85.12,82.62,85,59394800,16.2
10/16/1998,85.19,85.5,83.56,83.75,76712800,15.96
10/15/1998,82.31,85.25,81.5,84.56,73935600,16.11
10/14/1998,82.75,84.25,82.12,82.56,110875600,15.73
10/13/1998,84.5,85.44,81.94,83.56,100670000,15.92
10/12/1998,84.87,85.87,84.25,85.44,62548400,16.28
10/9/1998,79.69,84.25,79.37,83.81,87274400,15.97
10/8/1998,76.81,80.37,75.81,78.44,120596800,14.95
10/7/1998,78.87,81.12,78.5,79.06,82892800,15.07
10/6/1998,82.56,83.25,78.56,79.62,82609600,15.17
10/5/1998,82.56,83.69,77.81,80.56,78511200,15.35
10/2/1998,82.81,85,81.25,83.87,59275600,15.98
10/1/1998,84.25,85.44,82.06,83.44,61390000,15.9
9/30/1998,87.31,88,85.62,85.75,45350000,16.34
9/29/1998,87.37,88.62,86.75,88.5,52740000,16.86
9/28/1998,88.44,89,86.19,87,60137200,16.58
9/25/1998,84.62,88.75,84,88.31,69451200,16.83
9/24/1998,86.75,88.12,84.37,85.31,62723200,16.26
9/23/1998,84.12,87.06,83.87,87.06,67808400,16.59
9/22/1998,85.06,85.25,83.37,83.56,40890800,15.92
9/21/1998,81.25,84.62,80.62,84.62,39437600,16.12
9/18/1998,83.19,83.5,82,83,50604800,15.82
9/17/1998,82.87,84.25,82.37,83,56430800,15.82
9/16/1998,86.06,86.81,83.69,85.06,45172000,16.21
9/15/1998,85,86.12,84.56,85.94,47313200,16.38
9/14/1998,84.75,86.56,84.56,85.81,67960000,16.35
9/11/1998,83.25,85.06,82,84.94,150086000,16.19
9/10/1998,79.75,80.62,77.44,79.06,76448800,15.07
9/9/1998,82.81,84.62,81.12,81.25,94456000,15.48
9/8/1998,81.19,82,79.37,81.91,83092800,15.61
9/4/1998,77.69,78.87,76.12,78.25,64649200,14.91
9/3/1998,75.06,78.75,74.56,76.75,107758800,14.63
9/2/1998,76.31,77.94,74.06,74.87,84881200,14.27
9/1/1998,70.94,76.75,69.75,76,109021200,14.48
8/31/1998,76.87,77.44,70.94,71.19,104269200,13.57
8/28/1998,78.37,80.56,75.75,77,94445200,14.67
8/27/1998,81.37,82.06,76.75,79.75,133454800,15.2
8/26/1998,82.69,84.5,82.19,83,52515200,15.82
8/25/1998,85.5,85.87,83.69,84.42,52442400,16.09
8/24/1998,85.19,86.48,83.47,84.62,84328800,16.12
8/21/1998,84.56,85.69,82.37,84.94,116136000,16.19
8/20/1998,87,88.25,85.37,86,134286800,16.39
8/19/1998,91.94,92.25,89.25,89.56,67748800,17.07
8/18/1998,89.44,92.62,89.37,91.44,119604800,17.42
8/17/1998,85.75,89.75,85.75,89.56,95816400,17.07
8/14/1998,85.94,86.75,85.56,86.19,62301600,16.42
8/13/1998,85.87,87,84.5,85.25,65314000,16.24
8/12/1998,85.5,86,84.37,85.62,55206000,16.32
8/11/1998,84.25,85.37,83.81,84.56,72920000,16.11
8/10/1998,86.25,87.75,85.69,86.62,49170800,16.51
8/7/1998,87.87,88.94,86.37,86.69,81810000,16.52
8/6/1998,83,87.56,83,87,94552800,16.58
8/5/1998,82.06,84.58,81.12,84.12,91450400,16.03
8/4/1998,85.37,86,81.62,81.94,77434000,15.61
8/3/1998,83.62,86.12,83.12,84.81,55863600,16.16
7/31/1998,87.31,87.87,84.25,84.44,48032800,16.08
7/30/1998,85.69,87.75,85,87.62,58014400,16.69
7/29/1998,86.37,86.81,84.44,84.62,57039600,16.12
7/28/1998,86.81,88.25,85.5,85.62,118007600,16.31
7/27/1998,82.25,86.12,81.75,86.06,84463600,16.39
7/24/1998,82.75,84,81.62,83.06,58984800,15.82
7/23/1998,81.69,84.94,81.44,82.56,85404000,15.73
7/22/1998,80.62,83,80.62,82.37,65818400,15.69
7/21/1998,81.37,84.81,81.19,81.62,79948000,15.55
7/20/1998,82.37,83.06,81.56,81.75,37541600,15.57
7/17/1998,83.87,83.94,82.44,83.12,50119200,15.83
7/16/1998,84,84.87,83,84.25,67307200,16.05
7/15/1998,81.11,85,80.87,84.25,168073200,16.05
7/14/1998,82.69,83.37,80.37,80.69,88694000,15.37
7/13/1998,79.75,82.5,79.5,82.37,77118400,15.69
7/10/1998,79.5,80.5,78.25,79.75,57320000,15.19
7/9/1998,77.56,80.37,77.31,79.75,96395200,15.19
7/8/1998,75.62,78.31,75.56,78.31,87268000,14.92
7/7/1998,73.12,75.31,72.56,75.12,54239600,14.31
7/6/1998,72.56,73.94,72.25,73.48,35581600,14
7/2/1998,74.56,75.12,73.19,73.25,40194000,13.95
7/1/1998,74.69,75.37,72.44,75.19,69999600,14.32
6/30/1998,74.81,75.37,73.5,74.12,50669200,14.12
6/29/1998,76.87,77.25,74.75,75.81,44950000,14.44
6/26/1998,75.56,77.12,75,76.37,42892800,14.55
6/25/1998,77.25,77.62,75.12,75.62,55333600,14.4
6/24/1998,75.06,77.5,73.27,77.37,76740400,14.74
6/23/1998,74.75,75.75,74.31,75.25,75155200,14.33
6/22/1998,69.87,74.37,69.69,73.87,80072000,14.07
6/19/1998,70.62,70.64,68.75,70,68891600,13.33
6/18/1998,69.12,70.06,68.25,69.69,41916400,13.27
6/17/1998,69.87,70.94,68.62,69.25,69139200,13.19
6/16/1998,67.75,69.87,67.12,69.81,68256000,13.3
6/15/1998,67.25,68.75,66.81,66.87,53234000,12.74
6/12/1998,68.44,68.5,65.94,68.44,72079600,13.04
6/11/1998,68.81,69.37,68.12,68.56,43135600,13.06
6/10/1998,69.81,70.25,68.31,68.56,48955600,13.06
6/9/1998,69.19,70.37,68.62,70.19,51892800,13.37
6/8/1998,69.94,70,67.75,69.31,70268800,13.2
6/5/1998,69.19,69.94,67.75,69.81,59046000,13.3
6/4/1998,67.62,69,66.81,68.19,82716000,12.99
6/3/1998,70.12,70.69,65.66,65.94,104560000,12.56
6/2/1998,69,69.44,68.19,69.25,72040400,13.19
6/1/1998,69.12,69.37,67.62,68,108380000,12.95
5/29/1998,73.62,74,71.25,71.44,77225200,13.61
5/28/1998,73.62,74.87,73.12,73.5,45670800,14
5/27/1998,73.5,74.44,72.87,74.31,65520000,14.15
5/26/1998,75.44,75.87,73.94,74.69,51538000,14.23
5/22/1998,74.75,74.75,73.94,74.31,41110800,14.15
5/21/1998,76.31,76.56,73.81,74.12,95151600,14.12
5/20/1998,79.25,79.37,76.5,77,69038000,14.67
5/19/1998,79.69,80.69,79.06,79.56,36790800,15.16
5/18/1998,80,81.31,78.37,79.37,44609200,15.12
5/15/1998,83.19,83.25,79.87,80.31,98584000,15.3
5/14/1998,83.81,85.44,83.44,84.56,56047600,16.11
5/13/1998,84.62,85.31,83.75,84.81,52413200,16.16
5/12/1998,82.44,84.69,82.06,84.56,48472800,16.11
5/11/1998,83.87,84.87,82.5,82.5,47877600,15.72
5/8/1998,80.62,84.19,80.56,84.06,68384800,16.01
5/7/1998,81.44,82.25,80.69,81,39124400,15.43
5/6/1998,82.19,82.25,80.75,81.37,32992800,15.5
5/5/1998,81.75,82.75,81.56,81.87,34794800,15.6
5/4/1998,82.25,83.5,81.25,82,36578000,15.62
5/1/1998,80.94,82.5,80.12,82.12,45786400,15.64
4/30/1998,80.62,81.56,79.37,80.81,50554000,15.39
4/29/1998,79.5,80.5,78.75,80.12,41810400,15.26
4/28/1998,80.75,81.37,78.25,79.31,61831600,15.1
4/27/1998,80.25,81.37,78.75,80,83156000,15.23
4/24/1998,81.87,83.37,81.25,82.06,68476800,15.63
4/23/1998,83.25,85.06,82.06,83.25,98472000,15.85
4/22/1998,79.25,84.5,79.12,84.06,151875200,16.01
4/21/1998,77.75,79,77.62,78.94,93195600,15.03
4/20/1998,74.94,76.62,74.87,76.5,40400400,14.57
4/17/1998,74.06,75.31,73.94,75.19,45112800,14.32
4/16/1998,73.44,74.87,73.27,74.37,72342800,14.16
4/15/1998,78.19,79.5,74.75,74.87,142813200,14.26
4/14/1998,75.62,76.94,75.06,76,69982000,14.47
4/13/1998,73.87,76.5,73.5,76.25,63446000,14.52
4/9/1998,74.12,74.69,73.44,73.75,58564000,14.04
4/8/1998,73,73.44,71.31,72.56,80134000,13.82
4/7/1998,74,74.37,72.12,72.62,73555200,13.83
4/6/1998,76.19,76.25,73.87,73.87,71554000,14.07
4/3/1998,76.62,77.87,76.12,76.75,74411200,14.61
4/2/1998,76.94,77.5,76.06,76.37,44330800,14.54
4/1/1998,77.5,77.94,76.44,77.5,60100800,14.76
3/31/1998,76.69,78.25,76.62,78.06,57452000,14.86
3/30/1998,78.62,78.75,77.12,77.37,44500400,14.73
3/27/1998,78.31,79.56,78.25,78.87,72785200,15.02
3/26/1998,76.94,78.25,76.75,78.19,55606400,14.89
3/25/1998,75.87,76.44,75.25,76.06,66587600,14.48
3/24/1998,75.19,75.87,74,74.44,62888800,14.17
3/23/1998,75.5,75.5,74.44,75.06,73635600,14.29
3/20/1998,77.5,77.5,75.31,75.75,64090800,14.42
3/19/1998,77.37,77.94,76.75,77.31,34558000,14.72
3/18/1998,75.94,77.44,75.87,77,32528000,14.66
3/17/1998,77.5,77.69,75.62,76.75,55440400,14.61
3/16/1998,77.06,77.87,77,77.69,36159600,14.79
3/13/1998,77,77.5,76.56,76.62,33584400,14.59
3/12/1998,76.12,76.69,75.31,76.37,39483600,14.54
3/11/1998,76.56,76.62,75.06,75.87,56479200,14.45
3/10/1998,76.5,76.5,74.94,75.5,68406000,14.38
3/9/1998,78.25,78.37,74.94,75.06,107076800,14.29
3/6/1998,77.37,78.25,76.12,78.12,128355600,14.88
3/5/1998,75.06,77.37,75,75.56,369330400,14.39
3/4/1998,84.94,86.94,84.81,86.44,54200000,16.46
3/3/1998,85.94,86.31,84.12,85.31,116639200,16.24
3/2/1998,89.81,91.37,87.5,87.62,71733600,16.68
2/27/1998,91.94,92.37,89.5,89.69,73563600,17.08
2/26/1998,93.75,94.06,92.25,92.31,55918800,17.58
2/25/1998,92.69,94.37,92.62,94,49980000,17.9
2/24/1998,94.12,95.62,92.25,92.37,75785200,17.59
2/23/1998,93,94.62,92.37,94.19,68921200,17.94
2/20/1998,91.25,92.37,90.5,91.81,98482000,17.48
2/19/1998,89,91.12,88.12,90.56,136295200,17.24
2/18/1998,84.37,87,84.25,86.94,65802800,16.55
2/17/1998,84.62,84.94,83.94,84.62,41481600,16.11
2/13/1998,84.37,84.94,83.81,83.81,39093600,15.96
2/12/1998,83.87,85.25,82.75,85,70388800,16.19
2/11/1998,85.69,86.06,84.25,85.06,64918000,16.2
2/10/1998,85.44,87.81,85.06,86.25,59575200,16.42
2/9/1998,87.44,87.87,85.44,85.81,45804400,16.34
2/6/1998,85.75,88,85.62,87.55,52042800,16.67
2/5/1998,88.75,90.06,86.12,86.5,97320800,16.47
2/4/1998,86.12,88.31,85.62,87.56,75391600,16.67
2/3/1998,84,87.12,83.62,86.31,99884400,16.43
2/2/1998,82.5,83.61,82.19,83.06,62426000,15.82
1/30/1998,82.5,82.75,80.87,81,45384000,15.42
1/29/1998,80.31,82.87,80.25,82,72366400,15.61
1/28/1998,79.75,81.44,79.5,80.87,67063600,15.4
1/27/1998,77.87,79.56,77.37,79.19,58713200,15.07
1/26/1998,77,78,77,77.69,44695200,14.79
1/23/1998,76.87,77.87,76.5,77.19,56184800,14.69
1/22/1998,76,77.5,75.94,76.5,49898000,14.56
1/21/1998,75.44,77.69,75.37,76.69,69415200,14.6
1/20/1998,75.12,76.31,74.87,76.25,49972000,14.51
1/16/1998,75.81,75.87,74.62,74.81,59281200,14.24
1/15/1998,74.87,76.37,74.62,75.31,53458400,14.33
1/14/1998,77,77.06,74.37,75.44,123962000,14.36
1/13/1998,76.37,77.25,76.25,76.94,97348000,14.64
1/12/1998,70.81,75.69,70.69,75.62,123747600,14.39
1/9/1998,74.56,75,71.23,71.87,88028800,13.68
1/8/1998,72.25,74.81,72.12,74.31,75730400,14.14
1/7/1998,72.75,73.62,71.56,72.75,55380800,13.85
1/6/1998,73.87,74.31,72.69,73.12,48313600,13.92
1/5/1998,73.06,75.14,72,74.5,78368400,14.18
1/2/1998,70.69,72.62,70.5,72.62,40927200,13.82
12/31/1997,71.75,71.81,70.12,70.25,42123600,13.37
12/30/1997,71.12,72.12,71.06,71.69,41157200,13.65
12/29/1997,71.62,71.87,70.25,70.81,40644000,13.48
12/26/1997,70.37,71.06,70,70.87,14815600,13.49
12/24/1997,71.06,71.34,69.89,70.25,22021600,13.37
12/23/1997,71.44,72.73,70.02,70.19,44389200,13.36
12/22/1997,72.75,73.44,71,71.44,75592000,13.6
12/19/1997,68,70.12,67.37,70,109067600,13.32
12/18/1997,69.87,70,67.87,69.12,93845600,13.16
12/17/1997,72.44,72.62,69.31,69.5,77272800,13.23
12/16/1997,72.87,73.69,70.5,71.19,61343200,13.55
12/15/1997,70.25,73.81,69.12,72.12,108536400,13.73
12/12/1997,72.25,72.75,70.06,70.5,78581200,13.42
12/11/1997,73.06,73.75,71.75,71.81,90031600,13.67
12/10/1997,75.06,75.5,72.87,74.69,81685200,14.22
12/9/1997,78,78.62,75.45,75.62,64254800,14.39
12/8/1997,78.12,79.19,77.56,78.44,40209600,14.93
12/5/1997,76.62,78.25,76.37,77.56,53776400,14.76
12/4/1997,79,79.12,76,76.69,82224000,14.6
12/3/1997,77.75,79.19,76.12,78.5,55119600,14.94
12/2/1997,80.94,81,77.14,78.06,68329600,14.86
12/1/1997,78.5,81.75,78.19,81.5,69122000,15.51
11/28/1997,76.87,77.87,76.25,77.62,13943200,14.77
11/26/1997,76.81,77.5,76.37,76.62,33229600,14.58
11/25/1997,78.06,78.12,76,76.44,70640800,14.55
11/24/1997,79.69,80.87,78.12,78.12,56716000,14.87
11/21/1997,81.75,81.75,79.69,80.25,57960800,15.27
11/20/1997,79.5,81.37,78.75,80.87,53910800,15.39
11/19/1997,78.62,79.81,78.19,79.06,43050000,15.05
11/18/1997,80.25,80.62,78.56,78.75,44351600,14.99
11/17/1997,80,81.12,79.5,80.44,56116800,15.31
11/14/1997,78.31,79.12,76.87,78.75,51246800,14.99
11/13/1997,76.06,78,74.75,77.94,71534400,14.84
11/12/1997,75.87,78,74.75,74.94,80271200,14.26
11/11/1997,75.12,77.37,75,76.25,41917600,14.51
11/10/1997,77.31,78.25,74.89,75.12,79038800,14.3
11/7/1997,72.31,78,72.02,77.44,159223600,14.74
11/6/1997,74.94,74.94,72.94,73.5,91430800,13.99
11/5/1997,77,77,74.37,74.62,101704800,14.2
11/4/1997,78.62,79.5,75.12,75.94,99530800,14.45
11/3/1997,78.44,79,77.61,78.5,66579600,14.94
10/31/1997,78.25,78.37,76.25,77,87862000,14.66
10/30/1997,77.75,79,75.62,75.75,106263200,14.42
10/29/1997,83.12,83.25,79.25,80.25,131943200,15.27
10/28/1997,79.69,86.75,69.25,85,207800400,16.17
