TRACTFIPS10,Tract ID IHS,City -Suburb,Community Area,Median Household Income ,Median Family Income , Median Gross Rent , Median Home Value ,Share of  Married-Couple family with householder 15to34years,Share of Nonfamily Households15to34years,Share of Householder Aged 15to34 ,Share of Householder Aged 65,Share of households with Social Security Income,Share of households with Retirement Income,Share Family Households,share with Cash Public Assistance or Food Stamps,Below Poverty Level perPopulation,famliyhousehold Single-Parent Households with  children under 18,share of White Alone, share of African American Alone, share ofAsian Alone,Largest Racial Category by Share of Population, share of Hispanic or Latino,share of Households Owner-occupied, share of HouseholdsRenter-occupied,share of owner-occupied  in Single Family, owner-occupied units 24,owner-occupied 5 to 49units,renter-occupiedin Single Family, renter-occupied 2to4units, renter-occupied 5to49units,renter-occupied  in 50+,"Cumulative Foreclosure Filing Activity, 2005","Cumulative Foreclosure Filing Activity, 2006","Cumulative Foreclosure Filing Activity, 2007","Cumulative Foreclosure Filing Activity, 2008","Cumulative Foreclosure Filing Activity, 2009","Cumulative Foreclosure Filing Activity, 2010","Cumulative Foreclosure Filing Activity, 2011","Cumulative Foreclosure Filing Activity, 2012","Mortgage Originations, 2008","Mortgage Originations, 2009","Mortgage Originations, 2010","Mortgage Originations, 2011","Mortgage Originations, 2012","Mortgages per 100 Residential Parcels, 2008","Mortgages per 100 Residential Parcels, 2009","Mortgages per 100 Residential Parcels, 2010","Mortgages per 100 Residential Parcels, 2011","Mortgages per 100 Residential Parcels, 2012",Violent per100 population,Property per100 population,Motor Vehicle Theft per100 population,Other per100 population,Part I Crimesper 100population,LAT,LON
17031050300,503,Chicago,NORTH CENTER,98523,114125,1076,431600,0.066,0.256,0.322,0.128,0.155,0.074,0.471,0.049,0.09,0.075,0.893,0.008,0.057,White,0.141,0.561,0.439,0.728,0.175,0.096,0.032,0.659,0.286,0.022,2,6,10,15,24,31,40,47,118,168,133,125,146,17.1,24.3,19.2,18.1,21.1,0.9,2.1,0.2,1.4,3.1,41.957678,-87.6915186
17031050500,505,Chicago,NORTH CENTER,92589,104740,1323,655200,0.082,0.205,0.293,0.128,0.123,0.101,0.516,0.014,0.011,0.083,0.892,0.006,0.018,White,0.084,0.523,0.477,0.475,0.424,0.095,0.011,0.687,0.302,0,0,2,7,11,19,29,38,44,324,297,260,253,321,24.1,22.1,19.4,18.8,23.9,0.7,2.4,0.2,1.1,3.1,41.9504474,-87.6835073
17031050600,506,Chicago,NORTH CENTER,82616,107614,1386,453100,0.129,0.401,0.585,0.135,0.157,0.091,0.406,0.006,0.124,0.061,0.938,0.025,0.017,White,0.099,0.439,0.561,0.307,0.384,0.278,0.056,0.487,0.446,0.011,1,2,5,10,13,22,31,35,229,224,301,209,273,21.9,21.5,28.8,20,26.1,0.6,3.6,0.8,1.7,4.3,41.9505466,-87.6761813
17031050700,507,Chicago,NORTH CENTER,89268,124861,997,387700,0.107,0.199,0.324,0.053,0.081,0.051,0.457,0.013,0.04,0.091,0.966,0.006,0,White,0.128,0.614,0.386,0.281,0.267,0.122,0,0.748,0.147,0.104,0,0,2,5,8,11,12,16,178,200,157,143,179,26.4,29.7,23.3,21.2,26.6,0.5,2,0.3,0.7,2.5,41.945071,-87.6760595
17031050800,508,Chicago,NORTH CENTER,118864,146406,1624,650200,0.21,0.135,0.386,0.098,0.107,0.076,0.655,0.066,0.074,0,0.925,0.003,0.045,White,0.105,0.577,0.423,0.565,0.396,0.038,0.07,0.895,0.035,0,0,1,3,6,9,12,15,16,100,99,87,88,103,26.6,26.3,23.1,23.4,27.4,0.4,3,0.3,0.8,3.5,41.9450095,-87.6809279
17031050900,509,Chicago,NORTH CENTER,89750,146406,1166,648500,0.165,0.215,0.38,0.079,0.121,0.034,0.545,0.017,0.111,0.017,0.926,0,0.044,White,0.033,0.467,0.533,0.537,0.403,0.06,0.053,0.702,0.211,0.035,0,1,5,8,10,11,21,24,76,54,69,73,89,21.4,15.2,19.4,20.6,25.1,0.7,2.2,0.3,0.8,2.9,41.9449466,-87.685778
17031051000,510,Chicago,NORTH CENTER,85625,111023,1385,491700,0.248,0.333,0.595,0.063,0.056,0.041,0.506,0.021,0.046,0.052,0.838,0,0.113,White,0.103,0.484,0.516,0.376,0.309,0.315,0,0.733,0.256,0.011,0,0,4,8,12,17,22,25,129,115,101,96,128,26,23.2,20.4,19.4,25.8,1.4,2.9,0.5,2,4.4,41.9413024,-87.6857317
17031051100,511,Chicago,NORTH CENTER,76694,134205,1206,603900,0.216,0.287,0.516,0.083,0.095,0.058,0.582,0.026,0.06,0.058,0.873,0.06,0.039,White,0.102,0.389,0.611,0.307,0.494,0.199,0.041,0.795,0.15,0.014,2,3,3,6,10,15,20,25,152,125,125,115,142,30.8,25.3,25.3,23.3,28.7,1.2,3.4,0.5,1.8,4.6,41.9413652,-87.6808266
17031051200,512,Chicago,NORTH CENTER,91685,128214,1473,528200,0.088,0.278,0.366,0.021,0.043,0.007,0.431,0.021,0.095,0.049,0.886,0.02,0.059,White,0.074,0.491,0.509,0.373,0.593,0.034,0.052,0.816,0.132,0,1,1,2,3,9,16,21,23,95,102,81,91,114,23.5,25.2,20,22.5,28.1,1,2.7,0.3,0.9,3.7,41.9414214,-87.6759521
17031051300,513,Chicago,NORTH CENTER,155500,180125,1383,498500,0.209,0.163,0.372,0.029,0.07,0.039,0.691,0.034,0.06,0.05,0.918,0.017,0.017,White,0.115,0.652,0.348,0.738,0.145,0.117,0.122,0.586,0.219,0,3,4,7,18,37,51,62,68,326,292,281,211,308,32,28.6,27.5,20.7,30.2,0.7,2.6,0.2,0.8,3.3,41.9359961,-87.6758403
17031051400,514,Chicago,NORTH CENTER,74655,133393,1146,410300,0.129,0.257,0.407,0.078,0.094,0.008,0.495,0.13,0.089,0.111,0.862,0.026,0.045,White,0.219,0.605,0.395,0.447,0.355,0.165,0.028,0.625,0.272,0.075,3,9,12,23,31,44,59,64,211,200,163,151,203,23.6,22.3,18.2,16.9,22.7,1.2,2,0.3,1.6,3.2,41.9357489,-87.6809905
17031060100,601,Chicago,LAKE VIEW,96094,132273,1157,480000,0.121,0.236,0.365,0.079,0.069,0.031,0.512,0.029,0.078,0.109,0.897,0.067,0.011,White,0.158,0.532,0.468,0.403,0.17,0.427,0.056,0.207,0.737,0,3,6,7,16,21,24,29,38,165,194,178,172,206,20,23.6,21.6,20.9,25,1.4,3.7,0.5,1.8,5.1,41.9575311,-87.6666112
17031060200,602,Chicago,LAKE VIEW,54125,87813,1081,390100,0.103,0.345,0.455,0.107,0.133,0.074,0.302,0.024,0.159,0.059,0.832,0.025,0.084,White,0.151,0.315,0.685,0.458,0.251,0.29,0.018,0.357,0.613,0.012,1,3,3,6,10,12,14,17,86,81,89,81,108,19.7,18.5,20.4,18.5,24.7,1.6,3,0.5,1.5,4.5,41.9579036,-87.6715175
17031060300,603,Chicago,LAKE VIEW,104583,134500,1334,614100,0.159,0.324,0.483,0.065,0.073,0.016,0.471,0,0.048,0.089,0.982,0.003,0.015,White,0.041,0.488,0.512,0.603,0.252,0.072,0.048,0.777,0.143,0.031,3,4,7,15,22,30,42,49,242,217,200,168,255,27.7,24.9,22.9,19.2,29.2,0.5,2.9,0.4,1,3.4,41.9506061,-87.6713317
17031060400,604,Chicago,LAKE VIEW,106000,142063,1284,524700,0.127,0.365,0.52,0.045,0.044,0.022,0.462,0.043,0.065,0.069,0.938,0,0.019,White,0.104,0.468,0.532,0.352,0.253,0.395,0.029,0.496,0.475,0,1,3,9,15,27,37,46,49,321,272,216,245,290,32.4,27.4,21.8,24.7,29.2,0.7,2.2,0.2,1,2.9,41.9506732,-87.6665364
17031060500,605,Chicago,LAKE VIEW,42042,111250,831,641200,0.02,0.27,0.29,0.389,0.329,0.014,0.249,0.156,0.188,0,0.874,0.032,0.069,White,0.069,0.239,0.761,0.635,0.09,0.275,0.034,0.098,0.393,0.476,1,1,1,2,4,8,9,9,72,65,86,65,92,26.1,23.6,31.2,23.6,33.3,1.2,4.6,0.5,2,5.9,41.95272,-87.6605008
17031060800,608,Chicago,LAKE VIEW,67820,125222,1219,219000,0.096,0.362,0.471,0.139,0.154,0.063,0.218,0.035,0.112,0.017,0.706,0.075,0.174,White,0.06,0.529,0.471,0.008,0.028,0.132,0,0,0.18,0.82,13,25,46,79,124,180,232,282,453,456,305,282,344,12.3,12.4,8.3,7.6,9.3,0.7,1.6,0.1,1.3,2.2,41.953959,-87.6426489
17031060900,609,Chicago,LAKE VIEW,53699,96941,1001,230500,0.09,0.368,0.463,0.107,0.104,0.058,0.208,0.023,0.069,0.013,0.765,0.088,0.092,White,0.15,0.408,0.592,0.019,0.029,0.212,0.039,0.043,0.3,0.619,6,31,54,86,121,169,202,238,360,340,255,229,436,9.3,8.8,6.6,5.9,11.3,1,2.7,0.2,1.9,3.8,41.9515166,-87.6417784
17031061000,610,Chicago,LAKE VIEW,90078,161607,1334,373900,0.096,0.475,0.622,0.011,0.022,0.028,0.332,0.038,0.177,0.085,0.862,0.005,0.087,White,0.083,0.401,0.599,0.021,0.632,0.347,0.037,0.304,0.592,0.067,0,2,2,5,7,10,15,18,112,122,93,102,144,21.7,23.7,18.1,19.8,28,5.5,7.5,0.6,6.6,13,41.9492206,-87.6519703
17031061100,611,Chicago,LAKE VIEW,85337,94167,1535,457400,0.082,0.548,0.709,0.035,0.049,0.009,0.282,0.005,0.124,0,0.961,0,0.031,White,0.024,0.318,0.682,0.236,0.339,0.402,0.035,0.501,0.464,0,1,2,5,9,11,16,19,23,99,70,89,63,92,22.8,16.1,20.5,14.5,21.2,5.9,9.9,1,7.7,15.8,41.9491398,-87.6568035
17031061200,612,Chicago,LAKE VIEW,96667,162067,1710,505500,0.094,0.491,0.619,0.067,0.073,0.044,0.31,0.034,0.134,0.032,0.879,0.014,0.044,White,0.031,0.349,0.651,0.339,0.295,0.367,0.039,0.571,0.39,0,0,1,4,9,13,16,17,19,101,85,89,84,110,21.6,18.2,19,17.9,23.5,0.6,2.3,0.4,0.9,2.9,41.9490599,-87.6616427
17031061500,615,Chicago,LAKE VIEW,95000,97150,1504,394100,0.063,0.533,0.626,0.091,0.09,0.064,0.289,0.029,0.051,0.04,0.946,0.014,0.012,White,0.111,0.315,0.685,0.093,0.342,0.565,0.06,0.462,0.463,0.015,2,3,4,4,12,13,16,17,79,107,80,69,120,16.5,22.3,16.7,14.4,25.1,1,3.7,0.3,1.2,4.7,41.9452818,-87.6615447
17031061800,618,Chicago,LAKE VIEW,51250,103589,1045,311700,0,0.516,0.526,0.058,0.071,0.013,0.171,0.028,0.147,0.165,0.908,0.013,0.064,White,0.056,0.189,0.811,0.228,0,0.701,0,0.071,0.533,0.396,1,2,2,2,3,3,3,3,32,24,13,17,21,23.4,17.5,9.5,12.4,15.3,2,7.7,0.4,2.3,9.7,41.9464895,-87.6471132
17031061901,619.01,Chicago,LAKE VIEW,53833,81595,942,239500,0.063,0.396,0.489,0.105,0.076,0.064,0.211,0.046,0.129,0.232,0.819,0.05,0.087,White,0.117,0.282,0.718,0.135,0.097,0.385,0,0.044,0.35,0.548,1,1,7,17,30,41,50,60,154,166,117,136,226,8.5,9.2,6.5,7.5,12.5,0.9,2.1,0.3,1.3,3,41.9432367,-87.6434599
17031061902,619.02,Chicago,LAKE VIEW,50346,169688,977,325200,0.035,0.395,0.436,0.129,0.182,0.116,0.235,0.058,0.123,0.07,0.826,0.052,0.088,White,0.064,0.281,0.719,0.03,0,0.207,0,0,0.149,0.851,2,10,13,20,30,47,60,70,167,213,141,125,173,9.9,12.6,8.4,7.4,10.2,0.5,1.5,0.3,1.1,2,41.9431822,-87.6358414
17031062000,620,Chicago,LAKE VIEW,78904,121648,1168,368300,0.064,0.466,0.548,0.017,0.031,0.026,0.201,0.014,0.084,0.074,0.909,0.017,0.047,White,0.051,0.319,0.681,0.114,0.305,0.581,0.034,0.193,0.696,0.077,1,4,8,18,22,28,38,44,170,192,190,113,188,21.8,24.6,24.4,14.5,24.1,3.1,5.4,0.6,2.8,8.4,41.9425769,-87.6470786
17031062100,621,Chicago,LAKE VIEW,78750,139125,1526,430300,0.161,0.469,0.661,0.074,0.079,0.015,0.315,0.085,0.206,0.127,0.83,0.008,0.111,White,0.062,0.343,0.657,0.092,0.459,0.344,0.039,0.508,0.345,0.108,0,3,6,13,30,43,54,63,322,255,222,198,279,30.1,23.8,20.7,18.5,26.1,6.3,11.7,0.6,8.6,18,41.9426914,-87.6517704
17031062200,622,Chicago,LAKE VIEW,109871,156500,1541,466700,0.119,0.487,0.633,0.006,0,0.011,0.332,0.035,0.084,0.015,0.886,0.012,0.053,White,0.098,0.428,0.572,0.293,0.435,0.272,0.05,0.687,0.218,0.01,1,2,5,10,15,19,25,27,278,275,251,180,297,29.3,29,26.5,19,31.3,2.5,4.8,0.6,3.1,7.3,41.9425847,-87.656644
17031062300,623,Chicago,LAKE VIEW,105438,199107,1696,743200,0.082,0.524,0.638,0.045,0.065,0.034,0.331,0.041,0.114,0.094,0.944,0,0.034,White,0.036,0.442,0.558,0.695,0.193,0.113,0.015,0.725,0.242,0.018,0,0,2,4,5,10,13,16,104,137,116,95,137,23.1,30.4,25.7,21.1,30.4,0.5,3.6,0.4,1.2,4.1,41.9416278,-87.6614432
17031062400,624,Chicago,LAKE VIEW,109609,174583,1621,595200,0.184,0.366,0.55,0.104,0.106,0.039,0.428,0.023,0.048,0,0.916,0.015,0.051,White,0.108,0.432,0.568,0.331,0.51,0.158,0.152,0.558,0.114,0.176,0,0,1,1,1,3,5,8,193,134,133,129,140,37,25.7,25.5,24.7,26.8,0.5,3.5,0.4,1.5,4,41.9415556,-87.6662882
17031062500,625,Chicago,LAKE VIEW,109167,162946,1395,395300,0.204,0.391,0.603,0.006,0.006,0.008,0.423,0.005,0.076,0,0.844,0.026,0.096,White,0.072,0.502,0.498,0.192,0.25,0.404,0.142,0.635,0.126,0.097,3,3,5,5,11,14,18,20,172,145,151,134,192,23.3,19.6,20.5,18.2,26,2,10.7,0.4,2.2,12.7,41.941488,-87.6711073
17031062600,626,Chicago,LAKE VIEW,103125,198191,1278,630700,0.151,0.181,0.368,0.018,0.082,0.021,0.526,0.024,0.083,0.07,0.899,0.005,0.07,White,0.144,0.651,0.349,0.697,0.102,0.091,0.038,0.556,0.319,0.088,4,4,7,13,20,29,35,39,222,256,221,194,246,30.5,35.1,30.3,26.6,33.7,0.8,3.6,0.1,1.7,4.4,41.9359751,-87.6709843
17031062700,627,Chicago,LAKE VIEW,102120,137344,1247,640400,0.104,0.353,0.51,0.111,0.113,0.069,0.384,0.058,0.133,0.189,0.898,0.011,0.022,White,0.077,0.361,0.639,0.353,0.389,0.211,0.046,0.672,0.159,0.123,3,5,9,13,22,29,35,43,264,195,208,203,225,29.9,22.1,23.6,23,25.5,0.9,3.7,0.3,1.2,4.5,41.9360862,-87.6661103
17031062800,628,Chicago,LAKE VIEW,102162,165750,1650,504300,0.139,0.346,0.528,0.077,0.117,0.048,0.47,0.048,0.108,0.014,0.842,0.066,0.06,White,0.082,0.451,0.549,0.531,0.255,0.204,0.044,0.712,0.112,0.132,1,2,5,11,19,30,36,42,325,350,328,220,343,26.3,28.3,26.5,17.8,27.7,0.6,2.8,0.5,1.2,3.5,41.9361586,-87.6612648
17031062900,629,Chicago,LAKE VIEW,109167,183462,1690,468900,0.112,0.487,0.622,0.031,0.033,0.04,0.312,0.007,0.152,0.026,0.953,0.004,0.026,White,0.05,0.422,0.578,0.294,0.277,0.373,0.057,0.537,0.391,0.015,0,2,7,12,33,42,50,57,386,340,335,305,367,30.4,26.8,26.4,24,28.9,1,3.8,0.4,1.4,4.7,41.936237,-87.6564113
17031063000,630,Chicago,LAKE VIEW,68594,138466,1129,383700,0.095,0.609,0.731,0.031,0.038,0.013,0.231,0.035,0.211,0.047,0.882,0.03,0.031,White,0.048,0.227,0.773,0.113,0.406,0.421,0,0.211,0.593,0.177,0,1,3,6,17,27,29,35,195,197,175,137,200,23.2,23.4,20.8,16.3,23.8,3.9,8.6,0.4,4.6,12.4,41.9363102,-87.6515617
17031063100,631,Chicago,LAKE VIEW,61786,141389,1169,384600,0.126,0.552,0.678,0.017,0.04,0.013,0.203,0.032,0.151,0,0.849,0.031,0.078,White,0.065,0.254,0.746,0.131,0.108,0.761,0.015,0.144,0.777,0.064,1,1,3,4,7,10,12,17,182,159,178,118,151,26.2,22.9,25.6,17,21.7,1.9,4.7,0.3,2.3,6.6,41.9382319,-87.6467799
17031063200,632,Chicago,LAKE VIEW,54358,142778,1061,348600,0.083,0.414,0.496,0.149,0.151,0.097,0.248,0,0.125,0.059,0.801,0.053,0.128,White,0.028,0.35,0.65,0.091,0.151,0.129,0.005,0.053,0.317,0.625,4,8,14,25,35,57,76,94,381,367,358,252,272,15.8,15.2,14.8,10.4,11.3,0.5,1.8,0.2,0.9,2.3,41.9389231,-87.6346726
17031063301,633.01,Chicago,LAKE VIEW,44464,74659,973,250300,0.043,0.487,0.53,0.127,0.101,0.055,0.138,0.097,0.205,0,0.811,0.062,0.11,White,0.066,0.182,0.818,0.154,0.033,0.51,0,0.011,0.35,0.639,2,2,3,5,12,15,23,28,109,128,97,87,125,16.9,19.8,15,13.5,19.4,0.5,2.1,0.2,1.1,2.6,41.9345409,-87.6430242
17031063302,633.02,Chicago,LAKE VIEW,67802,131538,1155,337400,0.056,0.512,0.571,0.073,0.068,0.031,0.184,0.005,0.075,0,0.892,0.01,0.08,White,0.032,0.379,0.621,0.045,0.012,0.238,0.015,0.008,0.171,0.807,2,5,6,11,20,25,37,49,169,169,164,89,128,16.3,16.3,15.8,8.6,12.3,0.4,1.9,0.1,0.9,2.3,41.9347647,-87.639854
17031063303,633.03,Chicago,LAKE VIEW,73077,91357,1504,340500,0.027,0.161,0.188,0.466,0.454,0.238,0.18,0.065,0.062,0,0.951,0.016,0.033,White,0,0.42,0.58,0.022,0,0,0.009,0,0.074,0.917,3,4,5,7,9,10,15,18,90,101,79,57,92,11,12.3,9.6,7,11.2,1.4,3,0.3,1.4,4.4,41.9347312,-87.6346613
17031063400,634,Chicago,LAKE VIEW,66198,141406,1156,412200,0.092,0.563,0.663,0.029,0.042,0.024,0.188,0.1,0.204,0.084,0.866,0.062,0.043,White,0.057,0.286,0.714,0.17,0.26,0.374,0.012,0.142,0.703,0.144,1,2,5,7,9,14,18,26,216,209,188,122,188,26.5,25.6,23.1,15,23.1,2.3,8.5,0.3,2.7,10.9,41.9346595,-87.6467302
17031070101,701.01,Chicago,LINCOLN PARK,66329,300000,1058,338400,0.038,0.365,0.402,0.182,0.201,0.085,0.212,0.079,0.147,0.02,0.883,0.014,0.074,White,0.008,0.491,0.509,0.038,0,0.092,0.009,0.062,0.103,0.827,2,6,16,22,27,38,50,55,235,269,224,209,271,9.5,10.9,9,8.4,10.9,0.7,4.4,0.7,2.1,5.1,41.9295225,-87.6323247
17031070102,701.02,Chicago,LINCOLN PARK,63567,134083,893,240900,0.13,0.494,0.631,0.03,0.046,0.01,0.146,0.014,0.108,0,0.808,0.066,0.083,White,0.142,0.283,0.717,0.116,0,0.26,0,0.052,0.32,0.618,0,3,7,25,45,71,79,89,222,201,176,136,185,16.6,15,13.2,10.2,13.8,1.2,3.4,0.3,1.6,4.5,41.9305829,-87.642202
17031070103,701.03,Chicago,LINCOLN PARK,50872,177019,1134,348400,0.052,0.671,0.752,0.02,0.02,0.02,0.166,0,0.131,0.126,0.908,0.008,0.081,White,0.11,0.103,0.897,0.528,0.171,0,0,0.123,0.268,0.609,3,4,6,7,11,16,20,20,56,64,59,50,65,12.4,14.1,13,11,14.3,0.5,3,0.3,1,3.5,41.926811,-87.6426051
17031070200,702,Chicago,LINCOLN PARK,84223,209250,1197,505200,0.097,0.517,0.626,0.076,0.076,0.06,0.311,0.013,0.079,0.048,0.862,0.053,0.036,White,0.079,0.451,0.549,0.336,0.182,0.338,0.027,0.152,0.606,0.215,3,7,8,8,16,35,45,60,308,328,285,273,303,21,22.4,19.5,18.6,20.7,1,4.3,0.5,1.7,5.3,41.9290778,-87.646293
17031070300,703,Chicago,LINCOLN PARK,91910,131953,1563,438900,0.083,0.497,0.601,0.039,0.06,0.013,0.279,0,0.178,0.065,0.797,0.012,0.151,White,0.041,0.484,0.516,0.126,0.346,0.472,0.038,0.417,0.51,0.035,2,4,8,13,26,42,52,59,325,289,277,279,359,22.9,20.3,19.5,19.6,25.3,1.4,5.7,0.4,2.6,7,41.9290463,-87.6513102
17031070400,704,Chicago,LINCOLN PARK,81800,176591,1006,617000,0.083,0.275,0.358,0.219,0.186,0.053,0.358,0.142,0.13,0.035,0.918,0.049,0.013,White,0.076,0.429,0.571,0.453,0.31,0.237,0.011,0.427,0.181,0.38,2,3,6,10,16,22,28,36,266,252,240,195,247,27.8,26.3,25.1,20.4,25.8,0.9,3.1,0.3,1.5,4,41.9289672,-87.6561563
17031070500,705,Chicago,LINCOLN PARK,108958,300000,1634,616100,0.073,0.34,0.413,0.153,0.153,0.063,0.383,0.019,0.062,0.023,0.879,0.042,0.047,White,0.053,0.511,0.489,0.484,0.244,0.216,0.08,0.43,0.187,0.274,3,5,9,12,14,21,25,31,249,214,257,199,257,23.2,19.9,23.9,18.5,23.9,0.5,4.3,0.4,1.3,4.8,41.9289455,-87.6608922
17031070600,706,Chicago,LINCOLN PARK,134018,171750,2200,632000,0.119,0.286,0.406,0.075,0.061,0.054,0.496,0.019,0.034,0,0.955,0.003,0.023,White,0.064,0.685,0.315,0.698,0.095,0.174,0.161,0.568,0.253,0.018,1,4,7,9,28,34,44,52,335,333,315,238,326,26.4,26.3,24.9,18.8,25.7,0.6,2.9,0.3,1.4,3.5,41.9287627,-87.6656766
17031070700,707,Chicago,LINCOLN PARK,106071,158676,986,455500,0.152,0.247,0.427,0.083,0.104,0.044,0.464,0.09,0.126,0.08,0.774,0.031,0.115,White,0.104,0.556,0.444,0.532,0.08,0.152,0.101,0.347,0.401,0.139,2,6,11,21,33,46,68,81,351,489,281,213,350,25.5,35.6,20.5,15.5,25.5,2.4,5,0.7,3.1,7.4,41.9292624,-87.6738022
17031071000,710,Chicago,LINCOLN PARK,93972,215982,1551,744900,0.067,0.451,0.53,0.077,0.069,0.07,0.306,0,0.257,0.12,0.82,0.043,0.079,White,0.113,0.408,0.592,0.398,0.23,0.372,0.017,0.537,0.381,0,2,4,7,12,16,19,25,31,166,155,139,128,173,21.9,20.4,18.3,16.9,22.8,0.7,2.2,0.3,1.9,3,41.9217011,-87.6559114
17031071100,711,Chicago,LINCOLN PARK,103250,300000,1690,830000,0.041,0.487,0.534,0.104,0.122,0.068,0.349,0,0.172,0.076,0.882,0.027,0.053,White,0.057,0.48,0.52,0.559,0.27,0.171,0.039,0.482,0.479,0,1,3,5,5,12,18,26,31,143,132,124,133,159,20.1,18.6,17.4,18.7,22.4,1.8,7.2,0.3,3,9,41.9217778,-87.6510614
17031071200,712,Chicago,LINCOLN PARK,80321,188654,1554,426700,0.022,0.477,0.525,0.151,0.178,0.091,0.281,0.09,0.192,0.119,0.874,0.045,0.074,White,0.069,0.462,0.538,0.289,0.153,0.558,0.012,0.347,0.536,0.105,1,2,6,10,14,23,25,27,152,173,144,122,158,22.5,25.6,21.3,18,23.3,3.4,9.3,0.9,4.5,12.7,41.9218547,-87.6462106
17031071300,713,Chicago,LINCOLN PARK,90969,157455,1172,529700,0.064,0.4,0.502,0.069,0.063,0.093,0.33,0.008,0.103,0.036,0.9,0.029,0.062,White,0.022,0.491,0.509,0.453,0.077,0.434,0,0.175,0.675,0.15,1,3,6,11,20,24,27,36,255,310,245,216,265,20,24.3,19.2,17,20.8,0.5,3.8,0.4,1.2,4.4,41.9217794,-87.6414578
17031071400,714,Chicago,LINCOLN PARK,72907,132269,1179,401100,0.054,0.499,0.553,0.097,0.101,0.076,0.206,0.025,0.104,0.029,0.855,0.029,0.053,White,0.053,0.304,0.696,0.055,0.026,0.348,0.013,0.039,0.221,0.726,2,8,14,25,49,78,96,113,276,279,242,211,251,14.6,14.7,12.8,11.2,13.3,0.6,6,0.5,1.4,6.6,41.9227255,-87.6295259
17031071500,715,Chicago,LINCOLN PARK,85528,108458,1393,304600,0.043,0.405,0.454,0.125,0.128,0.077,0.197,0.027,0.082,0.102,0.882,0.063,0.034,White,0.053,0.4,0.6,0.209,0.03,0.195,0.048,0.134,0.285,0.533,5,10,20,28,41,56,67,79,438,420,384,331,438,14.5,13.9,12.7,10.9,14.5,1.1,6.1,0.3,1.8,7.3,41.9142425,-87.6250924
17031071600,716,Chicago,LINCOLN PARK,131100,233702,1672,792200,0.058,0.259,0.327,0.18,0.168,0.028,0.489,0.015,0.065,0.036,0.878,0.032,0.028,White,0.026,0.559,0.441,0.566,0.169,0.245,0.103,0.652,0.211,0.034,0,1,3,4,9,11,14,17,132,148,159,132,185,19.7,22.1,23.7,19.7,27.6,0.4,2.8,0.3,0.8,3.2,41.9164725,-87.6411828
17031071700,717,Chicago,LINCOLN PARK,126736,179583,1565,664100,0.044,0.211,0.255,0.09,0.111,0.013,0.571,0.05,0.09,0.152,0.803,0.122,0.048,White,0.09,0.631,0.369,0.524,0.172,0.304,0.119,0.717,0.164,0,1,2,6,7,11,15,21,25,142,159,127,130,150,27,30.2,24.1,24.7,28.5,1,2.2,0.3,1,3.2,41.9128666,-87.6410718
17031071800,718,Chicago,LINCOLN PARK,116510,215625,948,702600,0.084,0.172,0.275,0.116,0.114,0.057,0.537,0.093,0.064,0.072,0.834,0.107,0.06,White,0.055,0.664,0.336,0.802,0.078,0.109,0.167,0.415,0.418,0,2,3,4,5,6,13,19,25,188,200,160,193,181,21.9,23.3,18.6,22.5,21.1,0.6,3.1,0.3,1.4,3.7,41.9145855,-87.645966
17031080100,801,Chicago,NEAR NORTH SIDE,81341,196007,1393,623400,0.049,0.261,0.311,0.329,0.305,0.096,0.313,0.004,0.084,0.064,0.906,0.009,0.066,White,0.032,0.535,0.465,0.088,0,0.297,0,0.022,0.156,0.823,5,16,27,40,64,94,119,130,363,508,360,318,437,10,14,9.9,8.8,12.1,0.3,1,0,0.9,1.3,41.9075537,-87.6267897
17031080201,802.01,Chicago,NEAR NORTH SIDE,74727,168274,1303,267000,0.013,0.26,0.273,0.283,0.282,0.178,0.24,0.019,0.063,0,0.902,0.024,0.042,White,0.032,0.604,0.396,0.06,0.024,0.135,0,0.014,0.214,0.772,10,16,25,32,48,62,75,87,290,319,265,166,271,11.7,12.9,10.7,6.7,11,0.5,1.7,0.1,0.6,2.2,41.9094985,-87.6310054
17031080202,802.02,Chicago,NEAR NORTH SIDE,87136,156827,1326,270100,0.06,0.333,0.393,0.175,0.203,0.088,0.312,0,0.047,0,0.83,0.057,0.11,White,0.046,0.555,0.445,0.176,0.027,0.201,0,0,0.211,0.789,10,25,37,51,76,99,119,135,389,366,322,250,423,13.3,12.5,11,8.5,14.4,2.3,5.2,0.2,2.5,7.4,41.9058597,-87.6309005
17031080300,803,Chicago,NEAR NORTH SIDE,92744,111544,1446,438800,0.1,0.353,0.472,0.096,0.093,0.018,0.302,0.044,0.121,0.094,0.834,0.076,0.072,White,0.063,0.537,0.463,0.171,0.167,0.206,0.046,0.219,0.293,0.442,2,6,19,33,57,78,101,109,536,582,429,344,515,20.6,22.4,16.5,13.2,19.8,1.9,5.5,0.1,3.1,7.4,41.90749,-87.6357986
17031080400,804,Chicago,NEAR NORTH SIDE,22917,12798,403,483100,0.025,0.218,0.459,0.08,0.114,0.059,0.468,0.355,0.507,0.465,0.337,0.597,0.028,African-American,0.009,0.329,0.671,0.287,0.528,0.185,0.043,0.112,0.379,0.457,1,4,9,12,19,29,36,40,205,273,203,167,207,25,33.3,24.7,20.3,25.2,4.6,6,0.1,7.4,10.5,41.9074116,-87.6409021
